Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,time_data_used,loss_ode
0,0.999,0.001,0,0.000987,0.9982790350914001,0.0017209510551765561,0,0.0004589015443343669,0.5867739915847778,0.6000000000000001,0,0,0,0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001433,0.9976585177471862,0.001997275510802865,0.00034419021103531127,0.0003232715534977615,0.5867739915847778,0.6000000000000001,0,0,0,0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.00224,0.9967647017212584,0.002491633640602231,0.0007436453131958843,0.0002458574890624732,0.5867739915847778,0.6000000000000001,0,0,0,0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.003405,0.9954346517799422,0.0033233973663300276,0.0012419720413163306,0.0001983452821150422,0.5867739915847778,0.6000000000000001,0,0,0,0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.004876,0.9933997807325795,0.004693578463047743,0.001906651514582336,0.00016741087893024087,0.5867739915847778,0.6000000000000001,0,0,0,0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.007267,0.9902362620690838,0.006918398197740316,0.002845367207191885,0.00014627596829086542,0.5867739915847778,0.6000000000000001,0,0,0,0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.010877,0.9853202323662117,0.01045072078704834,0.004229046846739948,0.00013125364785082638,0.5867739915847778,0.6000000000000001,0,0,0,0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.016036,0.9778241257416085,0.015856673941016197,0.0063191910041496165,0.00012022002192679793,0.5867739915847778,0.6000000000000001,0,0,0,0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.023356,0.966794156958349,0.02371530793607235,0.009490525792352857,0.00011189076030859724,0.5867739915847778,0.6000000000000001,0,0,0,0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.03386,0.9513180273817852,0.03444838523864746,0.014233587379567328,0.00010545551049290225,0.5867739915847778,0.6000000000000001,0,0,0,0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.048772,0.9307252425001934,0.048151496797800064,0.02112326442729682,0.15669044852256775,0.5867739915847778,0.6000000000000001,0.15897072108431393,1548.6059942245483,482.42207050323486,0.0016032785483288598
11,0.8964529854147674,0.05889594531398788,0.0446510692712449,0.058553,0.9034566752683753,0.05860114470124245,0.0379421837556726,0.16001427173614502,0.5863604545593262,0.6000000000000001,0.15897072108431393,0,0,0
12,0.8625407460194247,0.06973626131790488,0.06772299266267065,0.070115,0.8705514475798357,0.07047029584646225,0.05897827892544382,0.15921266376972198,0.5863604545593262,0.6000000000000001,0.15897072108431393,0,0,0
13,0.8244491729113308,0.08080518383899177,0.09474564324967748,0.080665,0.8342098743832815,0.08151509612798691,0.0842750518404733,0.1600199043750763,0.5863604545593262,0.6000000000000001,0.15897072108431393,0,0,0
14,0.782901666777336,0.09141636679972602,0.125681966422938,0.09183,0.7949619409427129,0.09150150418281555,0.11353658467679394,0.16226571798324585,0.5863604545593262,0.6000000000000001,0.15897072108431393,0,0,0
15,0.7389736305754291,0.10079655372442309,0.16022981570014763,0.101083,0.753243547840381,0.10037350654602051,0.1463829456135986,0.2509893476963043,0.5863604545593262,0.6000000000000001,0.250358816708311,1525.53377866745,480.54846692085266,0.053114525507392873
16,0.6959360379837282,0.09879489183171798,0.20526907018455345,0.098482,0.7093790013505238,0.09914730489253998,0.19147367885577507,0.2517291307449341,0.6124292016029358,0.6000000000000001,0.250358816708311,0,0,0
17,0.6566653030422365,0.0944684068623057,0.2488662900954575,0.094935,0.6692862977181709,0.09458816796541214,0.23612554176699752,0.24957145750522614,0.6124292016029358,0.6000000000000001,0.250358816708311,0,0,0
18,0.6215752358903438,0.0883374947275791,0.2900872693820763,0.08828,0.6330969101667139,0.08817894756793976,0.2787241571665075,0.2515313923358917,0.6124292016029358,0.6000000000000001,0.250358816708311,0,0,0
19,0.5907619310220316,0.08098748812384814,0.3282505808541198,0.081129,0.6004162440209404,0.08114742487668991,0.31843632365178903,0.2509251832962036,0.6124292016029358,0.6000000000000001,0.250358816708311,0,0,0
20,0.5640838375536454,0.07298025355969111,0.3629359088866629,0.072902,0.5704839211123774,0.07453428953886032,0.35498178189818164,0.051885563880205154,0.6124292016029358,0.6000000000000001,0.05100088719721223,1520.1757111549377,482.23226380348206,0.036786414631485666
21,0.5389158624692272,0.07905399573539539,0.3820301417953773,0.079089,0.5496877751571239,0.07839930057525635,0.37191292426761974,0.049098901450634,0.6086227297782898,0.6000000000000001,0.05100088719721223,0,0,0
22,0.5131137071010115,0.08433181824909101,0.4025544746498977,0.08458,0.5233171908510024,0.08509162068367004,0.39159121826765,0.054416343569755554,0.6086227297782898,0.6000000000000001,0.05100088719721223,0,0,0
23,0.48714842224976346,0.08857355481830471,0.4242780229319322,0.088484,0.4980398747537915,0.08901083469390869,0.4129492905522998,0.05324341729283333,0.6086227297782898,0.6000000000000001,0.05100088719721223,0,0,0
24,0.46148675202156214,0.09159683355650984,0.4469164144219283,0.091276,0.4734938369070173,0.09121505171060562,0.4352910890306353,0.036642272025346756,0.6086227297782898,0.6000000000000001,0.05100088719721223,0,0,0
25,0.4365566787212992,0.0932946345110225,0.4701486867676787,0.093324,0.4490798132344596,0.09273402392864227,0.4581861479357369,0.1436837762594223,0.6086227297782898,0.6000000000000001,0.15294548278667783,1508.256329536438,478.1323618888855,0.017417589314445005
26,0.41386347807382784,0.08458620682148293,0.5015503151046896,0.084853,0.4239734440694114,0.08638785034418106,0.48963868323466575,0.1574987918138504,0.6039984226226807,0.6000000000000001,0.15294548278667783,0,0,0
27,0.39443090868715824,0.0757288845225208,0.5298402067903214,0.076085,0.40175684405476353,0.07811424881219864,0.520128884781296,0.15656089782714844,0.6039984226226807,0.6000000000000001,0.15294548278667783,0,0,0
28,0.3778966560003508,0.06707265737206529,0.5550306866275841,0.067799,0.3838150686936609,0.06848596036434174,0.5476989560408362,0.15643686056137085,0.6039984226226807,0.6000000000000001,0.15294548278667783,0,0,0
29,0.36389546244411847,0.05886523217623612,0.5772393053796456,0.059325,0.3681632654822429,0.05996598303318024,0.5718707663857381,0.15235505998134613,0.6039984226226807,0.6000000000000001,0.15294548278667783,0,0,0
30,0.3520808729094774,0.051264408880356556,0.5966547182101664,0.051285,0.3536698521209497,0.05329464003443718,0.5930354892181616,0.3833000063896179,0.6039984226226807,0.6000000000000001,0.40000000857527584,1541.8799405097961,484.0188844203949,2.3524657145580696e-06
31,0.3432292569792238,0.034653754326152454,0.6221169886946242,0.034838,0.3419667956949316,0.035183846950531006,0.6228493573545374,0.4164647161960602,0.6093180179595947,0.6000000000000001,0.40000000857527584,0,0,0
32,0.33738478680010076,0.02332370605667875,0.6392915071432211,0.02318,0.33236733622192527,0.02367297373712063,0.6439596658265672,0.41747763752937317,0.6093180179595947,0.6000000000000001,0.40000000857527584,0,0,0
33,0.3335128539275688,0.015652972681672653,0.650834173390759,0.015494,0.3262508291890651,0.015585731714963913,0.6581634502718419,0.4103046655654907,0.6093180179595947,0.6000000000000001,0.40000000857527584,0,0,0
34,0.33094172442164865,0.01048499905819806,0.658573276520154,0.010434,0.3219436715091314,0.010541449300944805,0.6675148894344721,0.32442954182624817,0.6093180179595947,0.6000000000000001,0.40000000857527584,0,0,0
35,0.32923166912075374,0.007014415674305212,0.6637539152049419,0.006939,0.31839941812158545,0.007760796695947647,0.6738397591054348,0.39883989095687866,0.6093180179595947,0.6000000000000001,0.4000000077960085,1517.712331533432,477.7555832862854,0.02388741203448406
36,0.3280930689696254,0.0046886647804395,0.6672182662499357,0.004542,0.3141527955668122,0.004044484347105026,0.6818027312619537,0.4015793800354004,0.6117972731590271,0.6000000000000001,0.4000000077960085,0,0,0
37,0.32733440381067547,0.0031323038105465864,0.6695332923787786,0.003104,0.31302894325251884,0.0027416222728788853,0.6842294219017475,0.40105071663856506,0.6117972731590271,0.6000000000000001,0.4000000077960085,0,0,0
38,0.32682864554323987,0.0020917852056382955,0.6710795692511223,0.00199,0.3121161533238387,0.002009450923651457,0.6858743952868486,0.4031032621860504,0.6117972731590271,0.6000000000000001,0.4000000077960085,0,0,0
39,0.3264913738539315,0.0013965710085933052,0.6721120551374759,0.001375,0.3113370731966396,0.001582879340276122,0.6870800658567051,0.39305606484413147,0.6117972731590271,0.6000000000000001,0.4000000077960085,0,0,0
40,0.32626641001810414,0.000932262570076949,0.6728013274118196,0.000938,0.31064936759856643,0.0013208412565290928,0.6880297934732109,0.005346321035176516,0.6117972731590271,0.6000000000000001,0,0,0,0
41,0.326084355039458,0.0009282677332664585,0.6729873772272763,0.000902,0.3105547745616466,0.0011512887431308627,0.6882939617245167,0.0009772112825885415,0.6117972731590271,0.6000000000000001,0,0,0,0
