Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,time_data_used,loss_ode
0,0.999,0.001,0.0,0.000987,0.998687744140625,0.0020128972828388214,-0.0007006525993347168,0.0003260715748183429,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001433,0.9977424740791321,0.0022884346544742584,-3.0934810638427734e-05,0.00026128548779524863,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.00224,0.996570348739624,0.0027432015631347895,0.0006864666938781738,0.000219737266888842,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.003405,0.995033860206604,0.0034844474866986275,0.0014817118644714355,0.0001916753244586289,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.004876,0.9928901791572571,0.0047082253731787205,0.002401590347290039,0.00017190855578519404,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.007267,0.9897098541259766,0.006760981399565935,0.003529191017150879,0.00015749754675198346,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.010877,0.9847831130027771,0.010201515629887581,0.005015373229980469,0.00014668800577055663,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.016036,0.977050244808197,0.015768058598041534,0.007181704044342041,0.0001383842754876241,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.023356,0.9652286767959595,0.02409728243947029,0.010674059391021729,0.0001318760187132284,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.03386,0.9482989311218262,0.035238608717918396,0.01646244525909424,0.0001266873732674867,0.5794256329536438,0.6000000000000001,0.0,0.0,0.0,0.0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.048772,0.9260583519935608,0.048416249454021454,0.025525391101837158,0.1565171629190445,0.5794256329536438,0.6000000000000001,0.15558565591818674,1581.1914405822754,482.1613836288452,0.005134074016429768
11,0.8964025197905194,0.05909506650251329,0.04450241370696737,0.058751,0.8853111863136292,0.05795900523662567,0.056729793548583984,0.15745049715042114,0.5879817008972168,0.6000000000000001,0.15558565591818674,0.0,0.0,0.0
12,0.8623226096781431,0.07020408446718869,0.06747330585466822,0.070585,0.8502245545387268,0.07003787159919739,0.0797376036643982,0.15533201396465302,0.5879817008972168,0.6000000000000001,0.15558565591818674,0.0,0.0,0.0
13,0.823929480139655,0.08160559150179761,0.09446492835854746,0.081464,0.8107301592826843,0.08144126087427139,0.10782855749130249,0.1577492654323578,0.5879817008972168,0.6000000000000001,0.15558565591818674,0.0,0.0,0.0
14,0.7819451246252506,0.09259451369251404,0.12546036168223543,0.09301,0.7672606110572815,0.0918736606836319,0.1408657431602478,0.15607213973999023,0.5879817008972168,0.6000000000000001,0.15558565591818674,0.0,0.0,0.0
15,0.7374623592684341,0.10236648958801954,0.16017115114354635,0.102656,0.727306604385376,0.10122046619653702,0.17147290706634521,0.2486640065908432,0.5879817008972168,0.6000000000000001,0.24860816129608126,1592.6782603263855,485.28500270843506,0.05586765380056376
16,0.6938487023942379,0.10040071022636654,0.20575058737939528,0.100085,0.6799317002296448,0.10128436237573624,0.2187839150428772,0.24963843822479248,0.6145306825637817,0.6000000000000001,0.24860816129608126,0.0,0.0,0.0
17,0.6540704163310861,0.09603675655063343,0.24989282711828037,0.096507,0.6383461356163025,0.09676116704940796,0.26489269733428955,0.24806414544582367,0.6145306825637817,0.6000000000000001,0.24860816129608126,0.0,0.0,0.0
18,0.618553011860724,0.08980957427284134,0.2916374138664345,0.089752,0.6019712090492249,0.08951056748628616,0.3085182309150696,0.2504045367240906,0.6145306825637817,0.6000000000000001,0.24860816129608126,0.0,0.0,0.0
19,0.5873936591219824,0.08232305171625406,0.3302832891617632,0.082465,0.5694431662559509,0.08192500472068787,0.3486317992210388,0.2468639612197876,0.6145306825637817,0.6000000000000001,0.24860816129608126,0.0,0.0,0.0
20,0.5604446616355101,0.07415743143867352,0.36539790692581614,0.074079,0.5471406579017639,0.07540241628885269,0.3774569034576416,0.04913902282714844,0.6145306825637817,0.6000000000000001,0.046237366141792025,1554.6935880184174,481.87570548057556,0.0410845735876583
21,0.5350131640726846,0.08053050613229042,0.38445632979502453,0.080566,0.5280384421348572,0.0785316452383995,0.3934299349784851,0.043981894850730896,0.6072437763214111,0.6000000000000001,0.046237366141792025,0.0,0.0,0.0
22,0.5089009122126309,0.08610737597301633,0.4049917118143522,0.086358,0.5018310546875,0.08493465185165405,0.41323429346084595,0.04771896079182625,0.6072437763214111,0.6000000000000001,0.046237366141792025,0.0,0.0,0.0
23,0.48259286886391944,0.09063164509155681,0.42677548604452326,0.090541,0.4755170941352844,0.08937022089958191,0.4351126551628113,0.04947267100214958,0.6072437763214111,0.6000000000000001,0.046237366141792025,0.0,0.0,0.0
24,0.4565717627728264,0.09390555911599147,0.4495226781111817,0.093581,0.44982773065567017,0.09232185035943985,0.4578503966331482,0.03778301551938057,0.6072437763214111,0.6000000000000001,0.046237366141792025,0.0,0.0,0.0
25,0.4312815847048172,0.09580947969033153,0.47290893560485076,0.095839,0.4257672131061554,0.0943511351943016,0.4798816740512848,0.21871903538703918,0.6072437763214111,0.6000000000000001,0.2227773316250266,1610.0700855255127,483.67488837242126,0.018608350959749893
26,0.409059795989257,0.0807564951810433,0.5101837088296992,0.081017,0.4040472209453583,0.08082905411720276,0.515123724937439,0.22251640260219574,0.6067389249801636,0.6000000000000001,0.2227773316250266,0.0,0.0,0.0
27,0.3913257438574695,0.06726067048388377,0.541413585658646,0.067596,0.38708624243736267,0.06593630462884903,0.5469774007797241,0.22458016872406006,0.6067389249801636,0.6000000000000001,0.2227773316250266,0.0,0.0,0.0
28,0.3772101651929923,0.05548972321686205,0.5673001115901445,0.056151,0.37242400646209717,0.055062148720026016,0.5725138187408447,0.22961297631263733,0.6067389249801636,0.6000000000000001,0.2227773316250266,0.0,0.0,0.0
29,0.3659911266075986,0.04543361548444525,0.588575257907955,0.045837,0.36064547300338745,0.04516921937465668,0.5941852927207947,0.21453365683555603,0.6067389249801636,0.6000000000000001,0.2227773316250266,0.0,0.0,0.0
30,0.3570808018109549,0.0369769335589223,0.6059422646301216,0.036994,0.3539416491985321,0.03716888651251793,0.6088894605636597,0.30642858147621155,0.6067389249801636,0.6000000000000001,0.3154937406550673,1577.2937257289886,486.4954786300659,0.03120275499671994
