Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,time_data_used,loss_ode
0,0.999,0.001,0,0,0.9977089762687683,0.0022910325787961483,0,0.0008655396522954106,0.5562708377838135,0.6000000000000001,0,0,0,0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001,0.9969735485501587,0.0025682298000901937,0.00045820651575922966,0.0005954868393018842,0.5562708377838135,0.6000000000000001,0,0,0,0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.005,0.9959685218986124,0.0030596184078603983,0.0009718524757772684,0.0004415754519868642,0.5562708377838135,0.6000000000000001,0,0,0,0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.005,0.9945422199554741,0.003873984795063734,0.0015837761573493482,0.000347531633451581,0.5562708377838135,0.6000000000000001,0,0,0,0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.006,0.9924298351630568,0.0052115824073553085,0.002358573116362095,0.0002866638242267072,0.5562708377838135,0.6000000000000001,0,0,0,0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.008,0.989181431569159,0.007417678367346525,0.003400889597833157,0.00024535192642360926,0.5562708377838135,0.6000000000000001,0,0,0,0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.008,0.9840932453982532,0.011022346094250679,0.004884425271302462,0.00021618838945869356,0.5562708377838135,0.6000000000000001,0,0,0,0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.019,0.976248865481466,0.016662219539284706,0.007088894490152597,0.0001949170109583065,0.5562708377838135,0.6000000000000001,0,0,0,0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.027,0.9648038717918098,0.024774763733148575,0.010421338398009539,0.00017897044017445296,0.5562708377838135,0.6000000000000001,0,0,0,0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.032,0.9494128013961017,0.035210929811000824,0.015376291144639254,0.0001667357428232208,0.5562708377838135,0.6000000000000001,0,0,0,0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.049,0.9304236392490566,0.047157902270555496,0.02241847710683942,0.1332949548959732,0.5562708377838135,0.6000000000000001,0.13313682953762812,1477.5188052654266,467.8205072879791,0.004997816752152478
11,0.8960649845389783,0.060432701669995884,0.043502313791026086,0.049,0.9022427119984593,0.05980471521615982,0.037952550433639126,0.13396628201007843,0.614971935749054,0.6000000000000001,0.13313682953762812,0,0,0
12,0.86085181378976,0.07338646521298052,0.06576172099725981,0.086,0.8664025556251924,0.07572171837091446,0.057875703652151354,0.13213829696178436,0.614971935749054,0.6000000000000001,0.13313682953762812,0,0,0
13,0.8204002757608585,0.08711486881554278,0.09248485542359887,0.082,0.8242820450876699,0.09261655062437057,0.08310139683737897,0.1342952996492386,0.614971935749054,0.6000000000000001,0.13313682953762812,0,0,0
14,0.7754115153468027,0.10078961520163061,0.12379886945156651,0.115,0.7764332867083725,0.10961133986711502,0.11395538087509302,0.1325800120830536,0.614971935749054,0.6000000000000001,0.13313682953762812,0,0,0
15,0.7270974893666011,0.11338399304115106,0.15951851759224758,0.123,0.7235942056315476,0.12593486905097961,0.15047095511979514,0.37549903988838196,0.614971935749054,0.6000000000000001,0.4000000099798967,1475.959721326828,462.366641998291,0.0485667895296948
16,0.68306363540839,0.0949452798033871,0.2219910847882226,0.085,0.6775756776608546,0.09431060403585434,0.2281137406550329,0.413129985332489,0.6556977033615112,0.6000000000000001,0.4000000099798967,0,0,0
