Time,S_true,I_true,R_true,I_observation,S_mean,I_mean,R_mean,U_mean,S_std,I_std,R_std,U_std,beta_true,beta_mean,beta_std,u_actual,time_ode_used_mean,time_data_used_mean,loss_mean
30,0.367808665748798,0.033123012705510345,0.5990683215456925,0.0337,0.36397087574005127,0.035170335322618484,0.6008588075637817,0.25282078981399536,0.0,0.0,0.0,0.0,0.6000000000000001,0.6237976551055908,0.0,0.24643983091655094,1485.5192222595215,464.36008644104004,0.12369468083404873
31,0.361327345435945,0.02637589648294604,0.61229675808111,0.0246,0.353958398103714,0.025782834738492966,0.6202588081359863,0.25234001874923706,0.0,0.0,0.0,0.0,0.6000000000000001,0.6073323488235474,0.0,0.24643983091655094,0.0,0.0,0.0
32,0.3562567662538683,0.02093086958374648,0.6228123641623865,0.0213,0.34831225872039795,0.019771287217736244,0.6319164633750916,0.25180959701538086,0.0,0.0,0.0,0.0,0.6000000000000001,0.6073323488235474,0.0,0.24643983091655094,0.0,0.0,0.0
33,0.3522889821404719,0.016565163501561873,0.6311458543579677,0.015,0.34417369961738586,0.015268504619598389,0.6405577659606934,0.25102415680885315,0.0,0.0,0.0,0.0,0.6000000000000001,0.6073323488235474,0.0,0.24643983091655094,0.0,0.0,0.0
34,0.3491834119932089,0.01308239706056825,0.6377341909462242,0.0119,0.340786337852478,0.012033536098897457,0.6471801400184631,0.23632925748825073,0.0,0.0,0.0,0.0,0.6000000000000001,0.6073323488235474,0.0,0.24643983091655094,0.0,0.0,0.0
35,0.34675214498606427,0.010314811071609285,0.6429330439423273,0.009,0.33784037828445435,0.009774252772331238,0.6523853540420532,0.23238834738731384,0.0,0.0,0.0,0.0,0.6000000000000001,0.6073323488235474,0.0,0.2302302596272691,1493.2692828178406,464.1125349998474,0.0004291593721669058
36,0.34483353433520464,0.008254896680838257,0.646911568983958,0.0096,0.3333011865615845,0.007943549193441868,0.6587552428245544,0.2261807769536972,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.2302302596272691,0.0,0.0,0.0
37,0.3433065155618472,0.00659956261167373,0.6500939218264798,0.007,0.33095964789390564,0.00676280353218317,0.6622775793075562,0.22951571643352509,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.2302302596272691,0.0,0.0,0.0
38,0.34209107054367244,0.005271850191144395,0.6526370792651839,0.0053,0.3289971351623535,0.005908912047743797,0.6650939583778381,0.24051664769649506,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.2302302596272691,0.0,0.0,0.0
39,0.34112356237041586,0.004208508298860233,0.6546679293307249,0.0033,0.32738757133483887,0.005279755685478449,0.667332649230957,0.21756228804588318,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.2302302596272691,0.0,0.0,0.0
40,0.3403533678000319,0.0033579025320347716,0.6562887296679343,0.0035,0.32609179615974426,0.004807023331522942,0.6691012382507324,0.017473818734288216,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
41,0.3396669485249227,0.003371381075699999,0.6569616703993781,0.0041,0.32505589723587036,0.004444983322173357,0.6704991459846497,0.00426801573485136,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
42,0.3389793083276849,0.003383518721880403,0.6576371729504357,0.0039,0.3242180049419403,0.004162696655839682,0.6716192960739136,0.003493555588647723,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
43,0.338290734165276,0.0033942984261273097,0.6583149674085976,0.0035,0.3235176205635071,0.003938969690352678,0.6725434064865112,0.003218750935047865,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
44,0.33760151399376026,0.00340370533541775,0.658994780670823,0.0039,0.3229026794433594,0.00375900836661458,0.6733382940292358,0.0030880707781761885,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
45,0.33691193628102867,0.0034117268325817287,0.6596763368863906,0.0039,0.3223330080509186,0.003612328553572297,0.6740546226501465,0.003020682604983449,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
46,0.33622228951919986,0.0034183525729383967,0.6603593579078628,0.0044,0.3217805325984955,0.003491355339065194,0.6747281551361084,0.0029830585699528456,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
47,0.3355328617384641,0.003423574512956119,0.661043563748581,0.0032,0.3212276101112366,0.0033905308227986097,0.6753818392753601,0.00296049565076828,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
48,0.33484394002411955,0.003427386930799571,0.6617286730450821,0.0038,0.32066524028778076,0.003305713878944516,0.6760290265083313,0.0029461681842803955,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
49,0.33415581003851946,0.0034297864386767076,0.6624144035228051,0.0037,0.3200908899307251,0.003233772236853838,0.6766753196716309,0.0029366572853177786,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,0.0,0.0,0.0
50,0.3334687555496126,0.0034307719869481118,0.6631004724634406,0.0039,0.3195062577724457,0.0031722981948405504,0.6773214340209961,0.0029301331378519535,0.0,0.0,0.0,0.0,0.6000000000000001,0.6121882200241089,0.0,0.0,1486.2365152835846,464.0579435825348,0.0
