Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,time_data_used,loss_ode
0,0.999,0.001,0.0,0.0009,0.9989287853240967,0.0017347580287605524,-0.0006635189056396484,0.0005336935864761472,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.0013,0.9980753064155579,0.0020425934344530106,-0.00011789798736572266,0.0003705967392306775,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.002,0.9969589114189148,0.002570039127022028,0.0004710555076599121,0.0002775222237687558,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.0037,0.9954144954681396,0.0034248323645442724,0.0011606812477111816,0.00022046169033274055,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.0055,0.9932023882865906,0.004788156598806381,0.002009451389312744,0.00018336117500439286,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.0073,0.9899279475212097,0.0069459229707717896,0.0031261444091796875,0.00015804526628926396,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.0102,0.984999418258667,0.01031405758112669,0.004686534404754639,0.00014006748097017407,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.0157,0.9776000380516052,0.015420005656778812,0.006979942321777344,0.00012686981062870473,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.0234,0.9667229056358337,0.02278091199696064,0.010496199131011963,0.0001169075258076191,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.0318,0.9513856172561646,0.03265828266739845,0.015956103801727295,0.00010920783824985847,0.5696853995323181,0.6000000000000001,0.0,0.0,0.0,0.0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.0458,0.9310464859008789,0.04481223598122597,0.024141252040863037,0.1290992796421051,0.5696853995323181,0.6000000000000001,0.12973083748250586,1510.8907475471497,467.5463516712189,0.001969272868254846
11,0.8960133352145964,0.06063827568784726,0.043348389097556825,0.0571,0.8847774267196655,0.05933166295289993,0.05589091777801514,0.13081534206867218,0.6036577820777893,0.6000000000000001,0.12973083748250586,0.0,0.0,0.0
12,0.8606249411731404,0.07388166978822475,0.06549338903863533,0.0778,0.8475083112716675,0.07447178661823273,0.07801991701126099,0.1282852292060852,0.6036577820777893,0.6000000000000001,0.12973083748250586,0.0,0.0,0.0
13,0.8198520280753836,0.08798214521847571,0.092165826706141,0.0865,0.8042663335800171,0.08969554305076599,0.10603809356689453,0.13029831647872925,0.6036577820777893,0.6000000000000001,0.12973083748250586,0.0,0.0,0.0
14,0.7743907805398552,0.102093009986938,0.12351620947320696,0.1065,0.7556244730949402,0.10435117781162262,0.1400243639945984,0.12912780046463013,0.6036577820777893,0.6000000000000001,0.12973083748250586,0.0,0.0,0.0
15,0.7254719078139573,0.11515131161263899,0.15937678057340396,0.1182,0.7093794345855713,0.11807338893413544,0.17254716157913208,0.34838196635246277,0.6036577820777893,0.6000000000000001,0.3830229510055077,1489.6087143421173,468.1503586769104,0.04674460566892293
16,0.6805393651700226,0.09795623964196538,0.22150439518801232,0.0948,0.6596974730491638,0.10078733414411545,0.23951518535614014,0.3928479254245758,0.648948073387146,0.6000000000000001,0.3830229510055077,0.0,0.0,0.0
17,0.644937670093098,0.0813462685634371,0.27371606134346493,0.0857,0.6191761493682861,0.08388642221689224,0.29693740606307983,0.3952775299549103,0.648948073387146,0.6000000000000001,0.3830229510055077,0.0,0.0,0.0
18,0.6170545002643586,0.06628362819578013,0.3166618715398612,0.0658,0.5869694948196411,0.06904229521751404,0.34398818016052246,0.3609025776386261,0.648948073387146,0.6000000000000001,0.3830229510055077,0.0,0.0,0.0
19,0.5953871889700519,0.05321690995531869,0.3513959010746296,0.0544,0.5631606578826904,0.055098410695791245,0.381740927696228,0.3742774724960327,0.648948073387146,0.6000000000000001,0.3830229510055077,0.0,0.0,0.0
20,0.5786385704482048,0.042239005064232976,0.3791224244875622,0.0416,0.5494871139526367,0.044561758637428284,0.4059511423110962,0.016666360199451447,0.648948073387146,0.6000000000000001,-9.982983108121981e-09,1483.0744166374207,464.10175943374634,0.17046919344276862
21,0.5630775560554203,0.04871311727730326,0.3882093266672764,0.049,0.5553075671195984,0.04803277179598808,0.3966596722602844,0.00211849482730031,0.6166146397590637,0.6000000000000001,-9.982983108121981e-09,0.0,0.0,0.0
22,0.5457352278322486,0.055627624728192875,0.3986371474395585,0.0577,0.5389243364334106,0.054936088621616364,0.4061395525932312,0.0014690987300127745,0.6166146397590637,0.6000000000000001,-9.982983108121981e-09,0.0,0.0,0.0
23,0.5266865813592143,0.06283350966753155,0.4104799089732543,0.0621,0.5202392935752869,0.06275173276662827,0.41700899600982666,0.001360329333692789,0.6166146397590637,0.6000000000000001,-9.982983108121981e-09,0.0,0.0,0.0
24,0.5060901085517318,0.07013301175907441,0.423776879689194,0.0673,0.5004753470420837,0.06982120871543884,0.42970341444015503,0.0013383483747020364,0.6166146397590637,0.6000000000000001,-9.982983108121981e-09,0.0,0.0,0.0
25,0.48418875197980493,0.07728773433244324,0.4385235136877519,0.0776,0.4802647829055786,0.07586822658777237,0.4438669681549072,0.081910140812397,0.6166146397590637,0.6000000000000001,0.08278530517671945,1612.8621339797974,468.0563733577728,0.00012119256605854101
26,0.46221304828726156,0.07737167249923539,0.4604152792135031,0.0799,0.43661823868751526,0.07944020628929138,0.48394152522087097,0.0884682834148407,0.6565144658088684,0.6000000000000001,0.08278530517671945,0.0,0.0,0.0
27,0.4413450586663936,0.07646570708084138,0.48218923425276494,0.0801,0.41158387064933777,0.08254431933164597,0.5058717727661133,0.08704561740159988,0.6565144658088684,0.6000000000000001,0.08278530517671945,0.0,0.0,0.0
28,0.42176467851018934,0.07465832797674578,0.5035769935130648,0.0823,0.3882009983062744,0.08184785395860672,0.5299511551856995,0.08419030904769897,0.6565144658088684,0.6000000000000001,0.08278530517671945,0.0,0.0,0.0
