Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,loss_ode
0,0.999,0.001,0,0.000987,0.9763553142547607,0.0009906248888000846,0.022654056549072266,5.214580482970632e-07,0.6150436997413635,0.6000000000000001,0,0,0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001433,0.9756221175193787,0.0014813775196671486,0.022896528244018555,4.852690835832618e-07,0.6150436997413635,0.6000000000000001,0,0,0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.00224,0.9745198488235474,0.0022246057633310556,0.023255527019500732,4.5847227170270344e-07,0.6150436997413635,0.6000000000000001,0,0,0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.003405,0.9728779196739197,0.003322967793792486,0.023799121379852295,4.38032969896085e-07,0.6150436997413635,0.6000000000000001,0,0,0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.004876,0.9704416394233704,0.004947025794535875,0.024611353874206543,4.220664777676575e-07,0.6150436997413635,0.6000000000000001,0,0,0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.007267,0.9668292999267578,0.007350163999944925,0.025820553302764893,4.0934901335276663e-07,0.6150436997413635,0.6000000000000001,0,0,0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.010877,0.9614871144294739,0.010889305733144283,0.02762359380722046,3.9905464177536487e-07,0.6150436997413635,0.6000000000000001,0,0,0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.016036,0.9536388516426086,0.01606585830450058,0.03029531240463257,3.9060952872205235e-07,0.6150436997413635,0.6000000000000001,0,0,0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.023356,0.9422134160995483,0.02356335148215294,0.03422325849533081,3.836002520074544e-07,0.6150436997413635,0.6000000000000001,0,0,0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.03386,0.9257671236991882,0.03426998108625412,0.03996288776397705,3.777269057536614e-07,0.6150436997413635,0.6000000000000001,0,0,0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.048772,0.9025062918663025,0.04924953356385231,0.0482441782951355,0.16868281364440918,0.6150436997413635,0.6000000000000001,0.16934582934703918,1753.082334280014,2.2902713791479995e-06
11,0.8966069628508246,0.05828980923589169,0.04510322791328412,0.058575,0.8446363806724548,0.056622691452503204,0.09874093532562256,0.16871878504753113,0.6388298869132996,0.6000000000000001,0.16934582934703918,0,0
12,0.8632034706776296,0.06832161227448358,0.06847491704788715,0.068539,0.8121381998062134,0.06649996340274811,0.12136185169219971,0.16827568411827087,0.6388298869132996,0.6000000000000001,0.16934582934703918,0,0
13,0.8260220854813358,0.07839983719380622,0.09557807732485837,0.078658,0.7759295701980591,0.07638248056173325,0.14768797159194946,0.17040611803531647,0.6388298869132996,0.6000000000000001,0.16934582934703918,0,0
14,0.7857877875585493,0.08789549312517891,0.12631671931627209,0.087951,0.736929178237915,0.0852651596069336,0.17780566215515137,0.16749213635921478,0.6388298869132996,0.6000000000000001,0.16934582934703918,0,0
15,0.7435233001702761,0.09612682863206937,0.1603498711976548,0.096865,0.6951159834861755,0.10072026401758194,0.20416373014450073,0.25462761521339417,0.6388298869132996,0.6000000000000001,0.25471222889998035,1775.91836476326,2.2113492437156993e-05
16,0.7021954476124187,0.09411429007775972,0.2036902623098217,0.094326,0.5509189367294312,0.09494389593601227,0.3541371822357178,0.25465312600135803,0.7493218779563904,0.6000000000000001,0.25471222889998035,0,0
17,0.6644025893457997,0.08998001542800586,0.24561739522619466,0.090593,0.5125519037246704,0.09017852693796158,0.3972695469856262,0.25465312600135803,0.7493218779563904,0.6000000000000001,0.25471222889998035,0,0
18,0.6305332770896521,0.08419663327754037,0.2852700896328076,0.084171,0.4791223704814911,0.08482718467712402,0.4360504448413849,0.2546520233154297,0.7493218779563904,0.6000000000000001,0.25471222889998035,0,0
19,0.6006882788616104,0.07729343471913895,0.322018286419251,0.077539,0.4513126313686371,0.07749772816896439,0.4711896479129791,0.2515249252319336,0.7493218779563904,0.6000000000000001,0.25471222889998035,0,0
20,0.5747502042982249,0.06977936041372813,0.35547043528804756,0.070037,0.4291274845600128,0.07059939950704575,0.5002731084823608,0.05646511912345886,0.7493218779563904,0.6000000000000001,0.05309677673224728,1674.468890428543,1.1527894928080999e-05
21,0.5501527664272892,0.07592624687920563,0.37392098669350543,0.075881,0.4878247082233429,0.07834939658641815,0.43382588028907776,0.05174172669649124,0.6590510010719299,0.6000000000000001,0.05309677673224728,0,0
22,0.5247710674745998,0.08138337338766408,0.39384555913773645,0.08129,0.4625268280506134,0.08328063786029816,0.45419254899024963,0.052181828767061234,0.6590510010719299,0.6000000000000001,0.05309677673224728,0,0
23,0.4990586262194084,0.08590380294243018,0.41503757083816173,0.086038,0.4373028874397278,0.0869339108467102,0.475763201713562,0.05457369610667229,0.6590510010719299,0.6000000000000001,0.05309677673224728,0,0
24,0.47347781252624466,0.08928865872007744,0.4372335287536782,0.089122,0.41262826323509216,0.08930370211601257,0.4980680048465729,0.048728425055742264,0.6590510010719299,0.6000000000000001,0.05309677673224728,0,0
25,0.4484651303024498,0.0914070066340985,0.460127863063452,0.091582,0.3887103497982025,0.09250375628471375,0.518785834312439,0.3971208333969116,0.6590510010719299,0.6000000000000001,0.4000000072317514,1741.8840701580048,5.1326231783414086e-05
26,0.4280473965025491,0.06522775332150871,0.5067248501759425,0.065198,0.4077630341053009,0.06598266959190369,0.5262542963027954,0.3995119035243988,0.6185137033462524,0.6000000000000001,0.4000000072317514,0,0
27,0.4141185753853443,0.04607500856874089,0.5398064160459155,0.045917,0.3937189280986786,0.045918963849544525,0.5603621006011963,0.3995078504085541,0.6185137033462524,0.6000000000000001,0.4000000072317514,0,0
28,0.4045866560010118,0.03232054290994721,0.5630928010890419,0.032505,0.38363322615623474,0.03263828530907631,0.5837284326553345,0.3994740843772888,0.6185137033462524,0.6000000000000001,0.4000000072317514,0,0
29,0.3980469935258971,0.022564346080860616,0.5793886603932435,0.022592,0.37728750705718994,0.022805923596024513,0.5999065637588501,0.39869552850723267,0.6185137033462524,0.6000000000000001,0.4000000072317514,0,0
30,0.39355147614469416,0.015701673220467803,0.5907468506348393,0.015689,0.3730849027633667,0.015752000734210014,0.6111630797386169,0.002302449895069003,0.6185137033462524,0.6000000000000001,-9.81E-09,2054.8918998241425,2.3200143509313162e-05
31,0.3897955050802896,0.01626109948608345,0.5939433954336283,0.01604,0.38208267092704773,0.015879379585385323,0.6020379066467285,0.00025703266146592796,0.6117419600486755,0.6000000000000001,-9.81E-09,0,0
32,0.3859478684494977,0.016802082652265602,0.5972500488982381,0.016952,0.3780362010002136,0.016734428703784943,0.605229377746582,0.00020910886814817786,0.6117419600486755,0.6000000000000001,-9.81E-09,0,0
