Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,loss_ode
0,0.999,0.001,0,0.000987,0.9780899286270142,0.0009726013522595167,0.020937442779541016,6.970408321649302e-07,0.6143156290054321,0.6000000000000001,0,0,0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001433,0.9773665070533752,0.001452223164960742,0.02118128538131714,6.607050977436302e-07,0.6143156290054321,0.6000000000000001,0,0,0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.00224,0.97628253698349,0.0021763015538454056,0.021541178226470947,6.334227578008722e-07,0.6143156290054321,0.6000000000000001,0,0,0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.003405,0.9746692180633545,0.0032477956265211105,0.022082984447479248,6.125706022430677e-07,0.6143156290054321,0.6000000000000001,0,0,0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.004876,0.9722767472267151,0.00483308732509613,0.022890150547027588,5.964046181361482e-07,0.6143156290054321,0.6000000000000001,0,0,0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.007267,0.9687361121177673,0.007182133384048939,0.024081766605377197,5.837306957801047e-07,0.6143156290054321,0.6000000000000001,0,0,0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.010877,0.9635087251663208,0.010647893883287907,0.025843381881713867,5.737065862376767e-07,0.6143156290054321,0.6000000000000001,0,0,0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.016036,0.9558270573616028,0.015723105520009995,0.028449833393096924,5.6572423545731e-07,0.6143156290054321,0.6000000000000001,0,0,0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.023356,0.9446315169334412,0.023080037906765938,0.032288432121276855,5.593375931312039e-07,0.6143156290054321,0.6000000000000001,0,0,0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.03386,0.9285024404525757,0.033591508865356445,0.03790605068206787,5.542120220525248e-07,0.6143156290054321,0.6000000000000001,0,0,0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.048772,0.905640184879303,0.04830528050661087,0.04605454206466675,0.16935469210147858,0.6143156290054321,0.6000000000000001,0.16934582934703918,1775.9968705177307,2.6557892891790963e-06
11,0.8966069628508246,0.05828980923589169,0.04510322791328412,0.058575,0.43226319551467896,0.05805414170026779,0.5096826553344727,0.16935701668262482,1.3016254901885986,0.6000000000000001,0.16934582934703918,0,0
12,0.8632034706776296,0.06832161227448358,0.06847491704788715,0.068539,0.3975968360900879,0.0678953155875206,0.5345078706741333,0.16935701668262482,1.3016254901885986,0.6000000000000001,0.16934582934703918,0,0
13,0.8260220854813358,0.07839983719380622,0.09557807732485837,0.078658,0.3599509298801422,0.07845447957515717,0.5615946054458618,0.16935701668262482,1.3016254901885986,0.6000000000000001,0.16934582934703918,0,0
14,0.7857877875585493,0.08789549312517891,0.12631671931627209,0.087951,0.322018027305603,0.08814400434494019,0.5898379683494568,0.16935525834560394,1.3016254901885986,0.6000000000000001,0.16934582934703918,0,0
15,0.7435233001702761,0.09612682863206937,0.1603498711976548,0.096865,0.2863517999649048,0.09710974991321564,0.6165384650230408,0.24721260368824005,1.3016254901885986,0.6000000000000001,0.25471222889998035,1769.536819934845,3.155105610810453e-06
16,0.7021954476124187,0.09411429007775972,0.2036902623098217,0.094326,0.6316606998443604,0.09048397839069366,0.2778553366661072,0.25366824865341187,0.6625887155532837,0.6000000000000001,0.25471222889998035,0,0
17,0.6644025893457997,0.08998001542800586,0.24561739522619466,0.090593,0.595491349697113,0.08617737144231796,0.3183313012123108,0.2538197934627533,0.6625887155532837,0.6000000000000001,0.25471222889998035,0,0
