Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,loss_ode
0,0.999,0.001,0,0,0.8604633808135986,1.2430376727934345e-07,0.13953649997711182,3.7952577258693054e-05,0.7129691243171692,0.6000000000000001,0,0,0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001,0.8597574234008789,0.0010094447061419487,0.13923311233520508,2.3819997295504436e-05,0.7129691243171692,0.6000000000000001,0,0,0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.005,0.8585925698280334,0.0022938083857297897,0.13911360502243042,1.8714212274062447e-05,0.7129691243171692,0.6000000000000001,0,0,0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.005,0.8568031191825867,0.00356621784158051,0.13963067531585693,0.00019866760703735054,0.7129691243171692,0.6000000000000001,0,0,0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.006,0.8541422486305237,0.005292384885251522,0.1405653953552246,0.0024122772738337517,0.7129691243171692,0.6000000000000001,0,0,0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.008,0.8502395749092102,0.007740701083093882,0.14201974868774414,0.005527411121875048,0.7129691243171692,0.6000000000000001,0,0,0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.008,0.8445379137992859,0.011414534412324429,0.1440475583076477,0.0029664470348507166,0.7129691243171692,0.6000000000000001,0,0,0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.019,0.836206316947937,0.016940869390964508,0.1468527913093567,0.0014016932109370828,0.7129691243171692,0.6000000000000001,0,0,0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.027,0.824041485786438,0.025004612281918526,0.15095388889312744,0.0012994360877200961,0.7129691243171692,0.6000000000000001,0,0,0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.032,0.8064211010932922,0.03652530163526535,0.15705358982086182,0.0012631117133423686,0.7129691243171692,0.6000000000000001,0,0,0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.049,0.7814765572547913,0.05257401987910271,0.16594940423965454,0.1781981885433197,0.7129691243171692,0.6000000000000001,0.18306861082683504,1742.3943808078766,0.0016416949893844526
11,0.8968090170620975,0.05749765245213332,0.0456933304857696,0.067,0.7870473265647888,0.059307754039764404,0.15364491939544678,0.17928703129291534,0.68050616979599,0.6000000000000001,0.18306861082683504,0,0
