Time,S_true,I_true,R_true,I_observation,S_est,I_est,R_est,U_est,beta_est,beta_true,u_actual,time_ode_used,loss_ode
0,0.999,0.001,0,0,0.9200304746627808,5.870249424333451e-07,0.07996892929077148,1.1868841909290495e-07,0.6474061608314514,0.6000000000000001,0,0,0
1,0.998263535689069,0.0014906397596852197,0.0002458245512457344,0.001,0.9192634224891663,0.0011181383160874248,0.07961845397949219,1.1693616386310168e-07,0.6474061608314514,0.6000000000000001,0,0,0
2,0.9971670712004179,0.0022207790103248963,0.0006121497892572263,0.005,0.9179421663284302,0.0024617197923362255,0.07959610223770142,1.1546244138571637e-07,0.6474061608314514,0.6000000000000001,0,0,0
3,0.9955364238165127,0.0033058865773277946,0.0011576896061595478,0.005,0.9160680174827576,0.003732269862666726,0.0801997184753418,1.1421884948958905e-07,0.6474061608314514,0.6000000000000001,0,0,0
4,0.9931154268490195,0.004915278491826474,0.0019692946591541114,0.006,0.913401186466217,0.005440307315438986,0.08115851879119873,1.1316571857378221e-07,0.6474061608314514,0.6000000000000001,0,0,0
5,0.9895298936530811,0.007295169643296156,0.003174936703622988,0.008,0.9095326662063599,0.00794866681098938,0.08251869678497314,1.1227209739672617e-07,0.6474061608314514,0.6000000000000001,0,0,0
6,0.9842391133892079,0.010798911711131703,0.004961974899660631,0.008,0.9038731455802917,0.011652335524559021,0.08447450399398804,1.1151169587719778e-07,0.6474061608314514,0.6000000000000001,0,0,0
7,0.9764741634781718,0.015923661222368223,0.007602175299460097,0.019,0.8956097364425659,0.017080210149288177,0.0873100757598877,1.1086402196269773e-07,0.6474061608314514,0.6000000000000001,0,0,0
8,0.9651678140728802,0.023347900693781738,0.011484285233338287,0.027,0.8836570978164673,0.024889763444662094,0.09145313501358032,1.1031139024453296e-07,0.6474061608314514,0.6000000000000001,0,0,0
9,0.9488926716646019,0.03395427275965303,0.01715305557574527,0.032,0.8666082620620728,0.035914346575737,0.09747737646102905,1.098400517207665e-07,0.6474061608314514,0.6000000000000001,0,0,0
10,0.9258466335654217,0.048804605353306635,0.025348761081271886,0.049,0.8427274823188782,0.05117187649011612,0.10610061883926392,0.17851005494594574,0.6474061608314514,0.6000000000000001,0.18306861082683504,1738.430061340332,0.0014915724791496445
11,0.8968090170620975,0.05749765245213332,0.0456933304857696,0.067,0.8059390783309937,0.059784747660160065,0.1342761516571045,0.18216322362422943,0.6660509705543518,0.6000000000000001,0.18306861082683504,0,0
12,0.8640666378872389,0.06649422699756832,0.06943913511519322,0.073,0.7719449996948242,0.0690874457359314,0.15896755456924438,0.18203775584697723,0.6660509705543518,0.6000000000000001,0.18306861082683504,0,0
13,0.8280571273570395,0.07532646400615957,0.09661640863680132,0.083,0.7347251176834106,0.07804278284311295,0.18723207712173462,0.184479221701622,0.6660509705543518,0.6000000000000001,0.18306861082683504,0,0
14,0.7895014095881033,0.08344066805619364,0.12705792235570323,0.085,0.6956486701965332,0.08523528277873993,0.21911603212356567,0.18175464868545532,0.6660509705543518,0.6000000000000001,0.18306861082683504,0,0
15,0.74935382988336,0.09026745613582984,0.16037871398081022,0.113,0.6545660495758057,0.09991053491830826,0.2455233931541443,0.2502477765083313,0.6660509705543518,0.6000000000000001,0.2631065347552491,1661.9960374832153,0.0010885450623887168
16,0.710257480308935,0.08800551289781408,0.20173700679325088,0.095,0.64791339635849,0.09148519486188889,0.2606014013290405,0.2619447708129883,0.6465871930122375,0.6000000000000001,0.2631065347552491,0,0
17,0.6745025869864588,0.08389306762067923,0.241604345392862,0.102,0.611301600933075,0.0864890068769455,0.30220937728881836,0.2640465199947357,0.6465871930122375,0.6000000000000001,0.2631065347552491,0,0
18,0.6424185565914173,0.07836090078167447,0.2792205426269081,0.077,0.5791188478469849,0.07983069121837616,0.3410504460334778,0.26502931118011475,0.6465871930122375,0.6000000000000001,0.2631065347552491,0,0
19,0.614084303248893,0.07187892002905633,0.3140367767220507,0.079,0.5512155294418335,0.07223330438137054,0.37655115127563477,0.26021653413772583,0.6465871930122375,0.6000000000000001,0.2631065347552491,0,0
20,0.5893885751569602,0.06489309615478793,0.345718328688252,0.073,0.5265788435935974,0.07173312455415726,0.4016880393028259,0.03859066963195801,0.6465871930122375,0.6000000000000001,0.038828027440349216,1685.745242357254,0.0009213657357494034
21,0.5656218598848718,0.07227624240098285,0.3621018977141455,0.071,0.49423590302467346,0.07796494662761688,0.42779913544654846,0.03943421319127083,0.6518076062202454,0.6000000000000001,0.038828027440349216,0,0
22,0.5404601881678766,0.07932488490310184,0.38021492692902153,0.076,0.4689064919948578,0.08382111042737961,0.447272390127182,0.041460972279310226,0.6518076062202454,0.6000000000000001,0.038828027440349216,0,0
23,0.5143298368679018,0.08572955162982215,0.39994061150227633,0.09,0.44333797693252563,0.08863707631826401,0.46802496910095215,0.041392844170331955,0.6518076062202454,0.6000000000000001,0.038828027440349216,0,0
24,0.4877162188479484,0.09119453513103344,0.4210892460210181,0.086,0.41802865266799927,0.09236813336610794,0.4896032214164734,0.033991046249866486,0.6518076062202454,0.6000000000000001,0.038828027440349216,0,0
25,0.46112527916070056,0.0954694078004307,0.44340531303886865,0.101,0.3932092785835266,0.09666125476360321,0.510129451751709,0.38240066170692444,0.6518076062202454,0.6000000000000001,0.4000000095486332,1680.2434296607971,0.0007410283425079658
26,0.439147135437053,0.06861232180013865,0.4922405427628081,0.068,0.41384875774383545,0.06025785580277443,0.5258933901786804,0.397145539522171,0.617060661315918,0.6000000000000001,0.4000000095486332,0,0
27,0.4240837244006311,0.04877212976354965,0.527144145835819,0.043,0.400638222694397,0.04227588325738907,0.5570858716964722,0.3972129225730896,0.617060661315918,0.6000000000000001,0.4000000095486332,0,0
28,0.4137301284360382,0.03440874282312094,0.5518611287408407,0.041,0.3915586769580841,0.02972748689353466,0.5787138938903809,0.39719781279563904,0.617060661315918,0.6000000000000001,0.4000000095486332,0,0
29,0.4065965285275626,0.02414982094080586,0.5692536505316311,0.025,0.385294646024704,0.020806564018130302,0.5938987731933594,0.3949439227581024,0.617060661315918,0.6000000000000001,0.4000000095486332,0,0
30,0.4016721682382115,0.01688907984656533,0.5814387519152225,0.016,0.3809136748313904,0.01709110662341118,0.6019952297210693,0.06134791299700737,0.617060661315918,0.6000000000000001,0.045445150637260574,1722.6890270709991,0.0008551441936891972
31,0.3976329639287332,0.016793812773880763,0.5855732232973854,0.01,0.3539733290672302,0.015554012730717659,0.6304726600646973,0.0399550162255764,0.6524122953414917,0.6000000000000001,0.045445150637260574,0,0
32,0.3936615803669415,0.016658993803516958,0.5896794258295409,0.014,0.3504747152328491,0.015575016848742962,0.6339502930641174,0.03561263531446457,0.6524122953414917,0.6000000000000001,0.045445150637260574,0,0
33,0.3897658543720766,0.016486295570826485,0.5937478500570965,0.02,0.346883088350296,0.015605958178639412,0.6375108957290649,0.03368758410215378,0.6524122953414917,0.6000000000000001,0.045445150637260574,0,0
34,0.38595286950878244,0.016277695212590287,0.5977694352786272,0.012,0.3433626890182495,0.015597418881952763,0.6410399079322815,0.0327063612639904,0.6524122953414917,0.6000000000000001,0.045445150637260574,0,0
35,0.38222892883994375,0.016035432001873868,0.6017356391581823,0.02,0.33983319997787476,0.015567935071885586,0.6445988416671753,0.3367387354373932,0.6524122953414917,0.6000000000000001,0.3371901066845546,1743.84037733078,0.0016739528222217404
36,0.3790776569691282,0.011774705456164413,0.6091476375747072,0.017,0.3588394522666931,0.011594001203775406,0.6295665502548218,0.3377480208873749,0.6230037212371826,0.6000000000000001,0.3371901066845546,0,0
37,0.3767821325593796,0.00863210623634025,0.6145857612042799,0.009,0.356738418340683,0.008545728400349617,0.6347157955169678,0.3382793068885803,0.6230037212371826,0.6000000000000001,0.3371901066845546,0,0
38,0.3751090947744661,0.0063207847941360515,0.6185701204313977,0.005,0.3552035391330719,0.006222881842404604,0.6385735273361206,0.33716344833374023,0.6230037212371826,0.6000000000000001,0.3371901066845546,0,0
39,0.3738892708033696,0.004624365370767318,0.621486363825863,0.005,0.3540867865085602,0.004709076602011919,0.6412041187286377,0.326411634683609,0.6230037212371826,0.6000000000000001,0.3371901066845546,0,0
40,0.3729996266919049,0.0033811239351034107,0.6236192493729914,0.007,0.3532581031322479,0.003839655313640833,0.6429022550582886,0.004611418582499027,0.6230037212371826,0.6000000000000001,0,0,0
41,0.37223470170533823,0.0034617616059077192,0.6243035366887538,0.003,0.35261282324790955,0.003389024641364813,0.6439981460571289,0.001326078432612121,0.6230037212371826,0.6000000000000001,0,0,0
42,0.37145334137622954,0.0035426787147729384,0.6250039799089973,0.003,0.3520662784576416,0.0031700374092906713,0.644763708114624,0.000980948912911117,0.6230037212371826,0.6000000000000001,0,0,0
43,0.37065560527822866,0.003623770182275901,0.6257206245394953,0.002,0.3515471816062927,0.0030654738657176495,0.6453873515129089,0.0009143383358605206,0.6230037212371826,0.6000000000000001,0,0,0
44,0.3698415794448129,0.003704925993307148,0.6264534945618796,0.005,0.3509933352470398,0.0030152276158332825,0.6459914445877075,0.0008930290350690484,0.6230037212371826,0.6000000000000001,0,0,0
45,0.3690113771695918,0.003786031365159134,0.6272025914652487,0.003,0.35035136342048645,0.0030057074036449194,0.6466429233551025,0.0008843957330100238,0.6230037212371826,0.6000000000000001,0,0,0
46,0.36816513973510834,0.0038669669505978824,0.6279678933142934,0.001,0.34958019852638245,0.0031390783842653036,0.6472806930541992,0.0008806948317214847,0.6230037212371826,0.6000000000000001,0,0,0
47,0.36730303661134645,0.00394760935150625,0.6287493540371469,0.006,0.3486596345901489,0.0037895850837230682,0.6475507616996765,0.0008792790467850864,0.6230037212371826,0.6000000000000001,0,0,0
48,0.36642526656083135,0.004027830956854959,0.6295469024823133,0.006,0.3476032018661499,0.004661227576434612,0.647735595703125,0.0008790247375145555,0.6230037212371826,0.6000000000000001,0,0,0
49,0.36553205831868785,0.004107500225042491,0.6303604414562693,0.004,0.3464711308479309,0.005009578540921211,0.6485192775726318,0.0008793883607722819,0.6230037212371826,0.6000000000000001,0,0,0
50,0.3646236706412846,0.004186482255711043,0.6311898471030041,0.008,0.3453774154186249,0.005088793113827705,0.649533748626709,0.000880084524396807,0.6230037212371826,0.6000000000000001,0,1747.6701233386993,0.0018156329362435254
